platform,product_key,representative_product_name,category,brand_or_seller,appear_count,ranking_type_count,ranking_types_present,ranking_labels_present,is_in_multiple_ranking_types,best_rank,avg_rank,price_representative,price_median_across_appearances,review_count_representative,review_count_max,rating_representative,rating_median_across_appearances,rank_coupang_rank,rank_coupang_sales,rank_naver_buy_daily,rank_naver_buy_weekly,source_files
naver_shopping,락티브 미오이노시톨 앤 콜린 엽산 비타민c 비타민d,[4개월분] 락티브 미오이노시톨 앤 콜린 엽산 비타민c 비타민d,건강식품,락티브,1,1,naver_buy_weekly,많이구매한BEST_주간,0,80,80.0,117000,117000,31488,31488,4.9,4.9,,,,80,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,5개월 뉴트리코어 관절연골엔 철갑상어 콘드로이친k 뮤코다당단백 저분자 wcs,[5개월] 뉴트리코어 관절연골엔 철갑상어 콘드로이친K 뮤코다당단백 저분자 WCS,건강식품,뉴트리코어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,84,84.0,276000,276000,26658,26658,4.8,4.8,,,,84,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,활기담 풍천 장어즙 장어 잔액 엑기스,활기담 풍천 장어즙 장어 잔액 엑기스 30포,건강식품,아몽제이,1,1,naver_buy_weekly,많이구매한BEST_주간,0,85,85.0,129000,129000,4876,4876,4.9,4.9,,,,85,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 퓨어 밀크씨슬,"고려은단 퓨어 밀크씨슬 180정, 1개 (6개월분)",건강식품,고려은단몰,1,1,naver_buy_weekly,많이구매한BEST_주간,0,86,86.0,24900,24900,42551,42551,4.9,4.9,,,,86,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,2 1 똑키즈 오메가3 어린이 아기 오메가3 맛보기 젤리 1680mgx30개,2+1 똑키즈 오메가3 어린이 아기 오메가3+맛보기 젤리 1680mgx30개,건강식품,GOODing,1,1,naver_buy_weekly,많이구매한BEST_주간,0,91,91.0,80400,80400,12707,12707,4.9,4.9,,,,91,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,닥터파이토 덴티백 구강유산균 blis m18 프로바이오틱스 잇몸 입속,"닥터파이토 덴티백 구강유산균 BLIS M18 프로바이오틱스, 잇몸, 입속",건강식품,닥터파이토,1,1,naver_buy_weekly,많이구매한BEST_주간,0,92,92.0,123000,123000,8821,8821,4.8,4.8,,,,92,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당 칼마디 칼슘 마그네슘 비타민d 아연 영양제 임산부,종근당 칼마디 칼슘 마그네슘 비타민d 아연 영양제 임산부 3개월분,건강식품,비타헬스,1,1,naver_buy_weekly,많이구매한BEST_주간,0,93,93.0,15900,15900,4471,4471,4.9,4.9,,,,93,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,닥터린 관절엔 dem 디이엠 플러스 난막,닥터린 관절엔 DEM 디이엠 플러스 1개월분 난막,건강식품,닥터린 공식스토어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,97,97.0,63000,63000,35,35,4.8,4.8,,,,97,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,뉴트리원 이병헌 콘드로이친 맥스 1200 소 연골 유래,뉴트리원 이병헌 콘드로이친 맥스 1200 소 연골 유래,건강식품,뉴트리원공식스토어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,98,98.0,99000,99000,31621,31621,4.8,4.8,,,,98,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,위드바인 비타민c 3000mg,위드바인 비타민C 3000mg,건강식품,위드바인 스토어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,99,99.0,46900,46900,7539,7539,4.9,4.9,,,,99,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,3개월 닥터린 관절엔 dem 디이엠 플러스 난막,[3개월] 닥터린 관절엔 DEM 디이엠 플러스 난막,건강식품,닥터린 공식스토어,1,1,naver_buy_weekly,많이구매한BEST_주간,0,100,100.0,177000,177000,48,48,4.7,4.7,,,,100,네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
